lat,lng,province,province_id,region,region_id,date,month,season,hazard_type,hazard_type_id,base_flood_risk,base_landslide_risk,base_storm_risk,weather_avg_temp,weather_max_temp,weather_min_temp,weather_total_precip_30d,weather_max_daily_precip,weather_avg_wind,weather_max_wind,weather_days_with_rain,weather_days_heavy_rain,risk_level
10.88945,106.518005,TP.HCM,44,south,3,2021-10-05,10,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.179037,106.299303,Nam Định,23,north,0,2021-09-21,9,2,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
12.635455,107.984873,Đắk Lắk,41,highlands,2,2022-11-06,11,1,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.248099,107.166838,Bà Rịa-Vũng Tàu,49,south,3,2022-05-22,5,1,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.625205,106.214602,Tây Ninh,46,south,3,2023-04-17,4,0,landslide,1,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
18.407233,105.448945,Hà Tĩnh,27,central,1,2022-03-05,3,0,landslide,1,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.02086,105.272846,Yên Bái,4,north,0,2022-07-26,7,2,flood,0,4,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.62871,103.277864,Điện Biên,5,north,0,2023-07-15,7,2,landslide,1,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.388981,105.791211,Vĩnh Long,54,south,3,2022-01-13,1,0,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.917711,107.736274,Quảng Ninh,2,north,0,2022-04-28,4,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.388667,104.39145,Sơn La,6,north,0,2022-09-17,9,2,flood,0,3,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
11.809937,107.869073,Đắk Nông,42,highlands,2,2020-11-17,11,1,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
19.767296,105.859489,Ninh Bình,24,north,0,2022-11-09,11,1,landslide,1,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
9.564855,105.374261,Kiên Giang,57,south,3,2023-02-07,2,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.615411,106.915569,Hải Phòng,1,north,0,2022-04-28,4,0,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.916538,106.250782,Hưng Yên,20,north,0,2022-11-23,11,1,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
23.234306,105.275102,Hà Giang,14,north,0,2022-07-18,7,2,flood,0,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.728201,105.853776,Tiền Giang,51,south,3,2022-10-24,10,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
20.740917,106.023051,Hà Nội,0,north,0,2023-08-12,8,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.876376,103.763908,Lào Cai,3,north,0,2023-01-08,1,0,landslide,1,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.111797,109.395607,Phú Yên,35,central,1,2022-04-27,4,0,landslide,1,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
15.725331,108.958929,Quảng Nam,32,central,1,2023-01-22,1,0,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.556265,105.952969,Hà Nam,22,north,0,2020-02-10,2,0,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.523347,106.507887,Hải Dương,19,north,0,2021-11-18,11,1,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.872645,105.895079,Bắc Kạn,12,north,0,2022-07-07,7,2,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.577818,109.214284,Bình Định,34,central,1,2021-07-23,7,2,flood,0,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.176045,106.148285,Bắc Giang,17,north,0,2022-10-18,10,2,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.212509,109.346727,Phú Yên,35,central,1,2023-05-31,5,1,landslide,1,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.376732,105.55062,Kiên Giang,57,south,3,2021-05-05,5,1,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.65338,107.003842,Quảng Bình,28,central,1,2022-04-06,4,0,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.892565,105.562732,Cần Thơ,58,south,3,2022-01-19,1,0,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.538259,103.057586,Điện Biên,5,north,0,2022-10-12,10,2,flood,0,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
14.814225,109.199778,Quảng Ngãi,33,central,1,2020-06-08,6,2,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.636242,106.006002,Tây Ninh,46,south,3,2023-03-08,3,0,landslide,1,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.454497,107.091552,Hải Phòng,1,north,0,2020-10-24,10,2,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.310016,106.567317,Cao Bằng,11,north,0,2023-10-01,10,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.389848,105.538641,Bạc Liêu,61,south,3,2020-02-12,2,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.739843,105.976289,Bến Tre,52,south,3,2020-11-05,11,1,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.285784,106.803662,Hải Phòng,1,north,0,2023-09-01,9,2,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.489683,107.666679,Quảng Ninh,2,north,0,2020-01-08,1,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.231376,106.107304,Hà Nội,0,north,0,2020-12-27,12,1,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
14.655703,108.589194,Quảng Ngãi,33,central,1,2020-10-22,10,2,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.613684,106.867685,Đồng Nai,48,south,3,2022-05-10,5,1,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.223874,105.80631,Hòa Bình,8,north,0,2023-09-25,9,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.843889,104.959999,Yên Bái,4,north,0,2022-02-12,2,0,landslide,1,4,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.872399,108.469084,Quảng Nam,32,central,1,2020-08-02,8,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
17.934426,106.941621,Quảng Bình,28,central,1,2023-06-29,6,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
20.521749,105.776118,Hưng Yên,20,north,0,2020-03-09,3,0,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.190527,106.448752,Hưng Yên,20,north,0,2023-07-18,7,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.624153,106.556605,Lạng Sơn,10,north,0,2023-03-07,3,0,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.873472,105.077637,Phú Thọ,15,north,0,2023-11-25,11,1,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.668239,106.873411,Hải Phòng,1,north,0,2021-12-20,12,1,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
14.629834,107.870493,Kon Tum,39,highlands,2,2021-07-07,7,2,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
22.349535,106.792816,Lạng Sơn,10,north,0,2023-08-10,8,2,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.517443,106.301617,Thái Bình,21,north,0,2020-01-12,1,0,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
12.101219,107.071435,Bình Phước,45,south,3,2021-01-17,1,0,landslide,1,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.915116,105.539066,Hậu Giang,59,south,3,2023-07-30,7,2,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.415455,106.625314,Thái Bình,21,north,0,2022-05-07,5,1,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
19.90936,105.547027,Thanh Hóa,25,central,1,2023-05-23,5,1,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.843055,105.365602,Hậu Giang,59,south,3,2020-08-24,8,2,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.391689,106.649658,TP.HCM,44,south,3,2021-04-22,4,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
19.462714,105.27426,Nghệ An,26,central,1,2020-03-04,3,0,flood,0,5,4,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
19.843222,105.796816,Thanh Hóa,25,central,1,2022-12-09,12,1,landslide,1,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
19.828114,106.135787,Ninh Bình,24,north,0,2021-09-10,9,2,storm,2,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.236205,107.126641,Hải Phòng,1,north,0,2022-10-24,10,2,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.77715,105.234433,Kiên Giang,57,south,3,2022-01-06,1,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
8.92939,105.224948,Cà Mau,62,south,3,2022-05-16,5,1,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.921683,103.625344,Lào Cai,3,north,0,2021-04-27,4,0,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.770345,105.888262,Hưng Yên,20,north,0,2021-10-03,10,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
22.672593,103.627847,Lào Cai,3,north,0,2020-05-30,5,1,landslide,1,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.178286,105.462135,Vĩnh Phúc,16,north,0,2022-10-20,10,2,landslide,1,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.964291,106.208956,Bến Tre,52,south,3,2020-10-27,10,2,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.668089,107.071247,Đồng Nai,48,south,3,2020-07-26,7,2,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.988351,104.993681,Tuyên Quang,13,north,0,2021-10-22,10,2,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.361899,105.181933,Cà Mau,62,south,3,2023-01-29,1,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.329288,106.10097,Hà Nội,0,north,0,2023-04-01,4,0,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.134274,104.061673,Lào Cai,3,north,0,2020-02-05,2,0,storm,2,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.843908,105.407608,Phú Thọ,15,north,0,2023-03-03,3,0,storm,2,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.391638,106.454378,Hải Phòng,1,north,0,2021-01-23,1,0,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
16.863414,107.364919,Thừa Thiên Huế,30,central,1,2023-05-24,5,1,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.329814,105.98665,Bắc Kạn,12,north,0,2020-02-14,2,0,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.897639,106.584225,Long An,50,south,3,2020-08-01,8,2,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
20.902613,105.700023,Hà Nam,22,north,0,2021-04-28,4,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.403217,103.872601,Lai Châu,7,north,0,2021-10-21,10,2,flood,0,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.632628,106.158942,Long An,50,south,3,2023-02-02,2,0,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.915845,107.98257,Bình Thuận,38,central,1,2022-08-23,8,2,storm,2,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.618064,106.400098,Thái Bình,21,north,0,2023-09-07,9,2,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.651736,105.619962,Ninh Bình,24,north,0,2020-10-12,10,2,flood,0,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
16.922544,106.992506,Quảng Trị,29,central,1,2021-07-21,7,2,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
9.060812,105.605717,Cà Mau,62,south,3,2023-10-13,10,2,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.023849,105.664069,Cần Thơ,58,south,3,2022-05-02,5,1,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.732386,105.558083,Hưng Yên,20,north,0,2020-03-24,3,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.963279,106.387566,Cao Bằng,11,north,0,2021-07-18,7,2,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
11.000108,107.125255,TP.HCM,44,south,3,2023-05-24,5,1,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.785603,105.276898,Cần Thơ,58,south,3,2021-08-29,8,2,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
14.454064,108.513701,Gia Lai,40,highlands,2,2023-06-16,6,2,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
15.99292,108.466354,Quảng Nam,32,central,1,2023-12-14,12,1,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
14.108154,108.464669,Gia Lai,40,highlands,2,2021-05-27,5,1,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.382661,108.518601,Quảng Nam,32,central,1,2020-11-18,11,1,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.029077,106.133004,Ninh Bình,24,north,0,2021-12-24,12,1,storm,2,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
23.244147,105.242495,Hà Giang,14,north,0,2020-04-24,4,0,storm,2,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
16.992318,107.085547,Quảng Trị,29,central,1,2023-05-11,5,1,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.754731,105.723157,Sóc Trăng,60,south,3,2022-01-16,1,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.676091,105.71621,Tuyên Quang,13,north,0,2022-03-01,3,0,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.654848,105.431293,Kiên Giang,57,south,3,2022-03-30,3,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.764773,106.442422,Quảng Bình,28,central,1,2020-09-03,9,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
8.792506,105.295976,Cà Mau,62,south,3,2020-07-24,7,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.159048,104.974151,Tuyên Quang,13,north,0,2022-03-20,3,0,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.104296,107.000348,Đồng Nai,48,south,3,2022-06-17,6,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.331056,107.983223,Quảng Nam,32,central,1,2021-11-19,11,1,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.328757,105.346711,Hòa Bình,8,north,0,2022-07-30,7,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
19.914515,105.906673,Thanh Hóa,25,central,1,2020-08-16,8,2,storm,2,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.762746,104.346922,Sơn La,6,north,0,2020-05-25,5,1,storm,2,3,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.762335,107.569371,Quảng Ninh,2,north,0,2021-01-11,1,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.802392,107.616127,Đắk Nông,42,highlands,2,2022-07-26,7,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.362214,108.721779,Ninh Thuận,37,central,1,2023-05-27,5,1,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.48082,106.29324,Hải Dương,19,north,0,2021-07-06,7,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.040819,106.596339,Hải Dương,19,north,0,2021-09-03,9,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.715865,106.051502,Thái Nguyên,9,north,0,2022-07-18,7,2,storm,2,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.364179,105.889226,Vĩnh Phúc,16,north,0,2022-06-16,6,2,landslide,1,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.028838,105.711358,Sóc Trăng,60,south,3,2021-05-05,5,1,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.226211,106.554237,Bắc Giang,17,north,0,2020-01-04,1,0,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
12.965295,109.239487,Phú Yên,35,central,1,2020-04-12,4,0,flood,0,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.797999,105.627566,Tây Ninh,46,south,3,2020-04-20,4,0,storm,2,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.628003,106.280931,Quảng Bình,28,central,1,2022-12-25,12,1,landslide,1,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.903871,105.413792,Bắc Kạn,12,north,0,2023-05-01,5,1,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.653427,106.026868,Hưng Yên,20,north,0,2023-05-07,5,1,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.179228,105.735596,Bắc Giang,17,north,0,2022-02-28,2,0,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.409578,105.762249,Ninh Bình,24,north,0,2023-08-16,8,2,landslide,1,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.459545,104.705524,Yên Bái,4,north,0,2023-03-17,3,0,storm,2,4,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.969017,108.313763,Bình Thuận,38,central,1,2021-11-26,11,1,storm,2,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
12.540546,107.554123,Đắk Nông,42,highlands,2,2023-12-06,12,1,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.293625,106.277768,Nam Định,23,north,0,2020-06-16,6,2,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.540344,106.001499,Bình Dương,47,south,3,2022-05-25,5,1,landslide,1,3,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.975884,107.466113,Đồng Nai,48,south,3,2022-05-07,5,1,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.785517,108.458815,Gia Lai,40,highlands,2,2020-01-22,1,0,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.549368,105.655976,Hưng Yên,20,north,0,2022-05-14,5,1,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
15.333117,108.398929,Quảng Nam,32,central,1,2023-08-11,8,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.792863,109.049438,Khánh Hòa,36,central,1,2020-11-16,11,1,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
15.260334,108.534823,Quảng Ngãi,33,central,1,2023-08-05,8,2,landslide,1,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
19.670041,104.879989,Nghệ An,26,central,1,2023-12-16,12,1,storm,2,5,4,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
11.381522,106.426845,Bình Dương,47,south,3,2020-01-07,1,0,landslide,1,3,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.681219,106.107739,Tây Ninh,46,south,3,2023-10-26,10,2,storm,2,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
12.202537,108.933925,Khánh Hòa,36,central,1,2023-11-18,11,1,landslide,1,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.679825,105.052956,Hòa Bình,8,north,0,2021-03-06,3,0,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
9.376988,105.377274,Cà Mau,62,south,3,2020-07-29,7,2,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.14482,106.207396,Bến Tre,52,south,3,2021-05-21,5,1,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.081741,102.965003,Điện Biên,5,north,0,2021-06-27,6,2,flood,0,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.987524,105.983228,Bắc Kạn,12,north,0,2021-11-07,11,1,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.896585,104.828613,Kiên Giang,57,south,3,2021-01-04,1,0,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.62442,104.014976,Lào Cai,3,north,0,2020-05-25,5,1,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
17.168029,106.763694,Quảng Trị,29,central,1,2021-05-08,5,1,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
13.326839,108.769645,Bình Định,34,central,1,2022-12-12,12,1,storm,2,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
13.883499,109.152692,Bình Định,34,central,1,2023-02-19,2,0,landslide,1,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
14.261744,109.683632,Bình Định,34,central,1,2023-07-06,7,2,flood,0,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.011762,106.019488,Hậu Giang,59,south,3,2023-11-04,11,1,storm,2,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.154866,106.804283,Thái Bình,21,north,0,2023-03-22,3,0,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
