lat,lng,province,province_id,region,region_id,date,month,season,hazard_type,hazard_type_id,base_flood_risk,base_landslide_risk,base_storm_risk,weather_avg_temp,weather_max_temp,weather_min_temp,weather_total_precip_30d,weather_max_daily_precip,weather_avg_wind,weather_max_wind,weather_days_with_rain,weather_days_heavy_rain,risk_level
21.491343,104.527029,Yên Bái,4,north,0,2023-12-06,12,1,landslide,1,4,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.050271,105.952047,Bến Tre,52,south,3,2020-10-14,10,2,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.829719,105.765557,Cao Bằng,11,north,0,2023-03-05,3,0,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
13.611614,109.393821,Bình Định,34,central,1,2023-08-20,8,2,landslide,1,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.930036,106.203311,Sóc Trăng,60,south,3,2023-03-09,3,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.937787,108.88623,Ninh Thuận,37,central,1,2021-09-01,9,2,storm,2,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.78303,105.755289,Nam Định,23,north,0,2020-05-13,5,1,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.582128,106.733369,Hải Phòng,1,north,0,2021-03-05,3,0,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.007549,104.982438,Kiên Giang,57,south,3,2022-03-29,3,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.700905,107.060831,Quảng Bình,28,central,1,2023-08-17,8,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.839686,106.527837,Bình Dương,47,south,3,2023-06-18,6,2,landslide,1,3,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.287443,106.781093,Tiền Giang,51,south,3,2021-01-05,1,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.078174,105.422602,Hòa Bình,8,north,0,2021-02-01,2,0,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
15.257246,108.609108,Quảng Ngãi,33,central,1,2022-01-15,1,0,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
22.600382,103.538288,Lào Cai,3,north,0,2023-12-22,12,1,storm,2,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.268556,104.092199,Sơn La,6,north,0,2022-02-09,2,0,flood,0,3,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.197108,105.251427,Tuyên Quang,13,north,0,2020-11-07,11,1,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.631853,105.596474,Bắc Ninh,18,north,0,2023-03-05,3,0,landslide,1,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.532231,103.782709,Lai Châu,7,north,0,2021-04-06,4,0,landslide,1,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
22.49416,103.49283,Lào Cai,3,north,0,2020-10-23,10,2,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
19.860135,106.375187,Ninh Bình,24,north,0,2023-08-18,8,2,flood,0,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
14.253386,109.712784,Bình Định,34,central,1,2023-08-25,8,2,landslide,1,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
11.622135,108.885703,Lâm Đồng,43,highlands,2,2021-06-18,6,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.496685,105.544528,Tuyên Quang,13,north,0,2020-05-02,5,1,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
12.180967,106.46096,Bình Phước,45,south,3,2022-08-09,8,2,flood,0,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.532437,105.869974,Đồng Tháp,55,south,3,2021-02-24,2,0,landslide,1,5,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.463961,104.914587,Hà Giang,14,north,0,2023-05-07,5,1,landslide,1,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.265729,106.415639,Tiền Giang,51,south,3,2021-04-08,4,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.743494,105.699548,Tây Ninh,46,south,3,2023-07-11,7,2,flood,0,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.25135,102.831421,Điện Biên,5,north,0,2021-06-23,6,2,flood,0,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.100248,103.393183,Điện Biên,5,north,0,2020-09-05,9,2,landslide,1,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
14.662904,108.774015,Quảng Ngãi,33,central,1,2021-10-13,10,2,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.552007,105.477885,Thái Nguyên,9,north,0,2023-10-23,10,2,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.047525,105.696904,Vĩnh Phúc,16,north,0,2022-02-04,2,0,storm,2,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
16.3608,107.218176,Quảng Trị,29,central,1,2021-09-13,9,2,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
8.825726,105.260408,Cà Mau,62,south,3,2022-03-08,3,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.653203,106.253044,Bắc Ninh,18,north,0,2020-10-25,10,2,storm,2,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.315262,108.87771,Phú Yên,35,central,1,2021-03-20,3,0,flood,0,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.053095,102.777308,Điện Biên,5,north,0,2023-12-01,12,1,flood,0,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
22.608624,105.679872,Bắc Kạn,12,north,0,2022-01-08,1,0,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.536394,106.298274,Bắc Giang,17,north,0,2021-12-20,12,1,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.767455,106.445888,Bến Tre,52,south,3,2022-10-28,10,2,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.077351,105.694617,Tuyên Quang,13,north,0,2020-05-26,5,1,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.287942,106.700822,Trà Vinh,53,south,3,2023-01-30,1,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
13.337207,109.650283,Bình Định,34,central,1,2020-10-01,10,2,flood,0,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
13.89114,108.196088,Kon Tum,39,highlands,2,2022-03-26,3,0,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
16.943983,107.049234,Quảng Trị,29,central,1,2021-08-26,8,2,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
9.654694,104.939974,Kiên Giang,57,south,3,2023-03-22,3,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.824336,106.050982,Hưng Yên,20,north,0,2022-12-25,12,1,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.020038,106.053335,Tiền Giang,51,south,3,2020-04-20,4,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
16.460031,107.534714,Thừa Thiên Huế,30,central,1,2022-02-27,2,0,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.639863,105.119836,Kiên Giang,57,south,3,2020-11-10,11,1,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.313058,106.51268,Hải Phòng,1,north,0,2022-11-22,11,1,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.400039,105.774093,Hà Nam,22,north,0,2020-10-04,10,2,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.536263,106.139126,Long An,50,south,3,2021-11-07,11,1,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
11.864375,106.823943,Bình Phước,45,south,3,2021-11-10,11,1,flood,0,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.695184,106.012643,Hà Nam,22,north,0,2022-06-03,6,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
12.977492,109.14609,Phú Yên,35,central,1,2023-11-20,11,1,landslide,1,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.238843,106.211969,Thái Nguyên,9,north,0,2021-01-03,1,0,storm,2,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.023368,104.146816,Lào Cai,3,north,0,2023-05-12,5,1,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
14.345063,108.3698,Kon Tum,39,highlands,2,2023-09-30,9,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
12.713952,107.214273,Đắk Nông,42,highlands,2,2020-04-04,4,0,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.083485,106.212809,Hà Nam,22,north,0,2020-11-17,11,1,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
19.993173,106.443173,Nam Định,23,north,0,2023-01-22,1,0,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.780612,108.077416,Bình Thuận,38,central,1,2023-07-12,7,2,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.167927,105.497331,Tuyên Quang,13,north,0,2020-01-14,1,0,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.413483,105.845823,Sóc Trăng,60,south,3,2022-06-29,6,2,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.963079,108.879364,Ninh Thuận,37,central,1,2021-12-19,12,1,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
17.929839,105.415359,Hà Tĩnh,27,central,1,2021-05-15,5,1,landslide,1,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.388726,105.884149,Ninh Bình,24,north,0,2021-10-08,10,2,landslide,1,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.336509,105.707997,Hưng Yên,20,north,0,2021-06-11,6,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.828599,105.901484,Thái Bình,21,north,0,2021-11-18,11,1,landslide,1,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.01675,105.612038,Hậu Giang,59,south,3,2022-09-21,9,2,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.822957,107.748976,Bình Thuận,38,central,1,2021-06-20,6,2,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
22.633619,103.366849,Lai Châu,7,north,0,2020-12-01,12,1,flood,0,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
13.805718,108.979855,Bình Định,34,central,1,2022-03-13,3,0,flood,0,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.014154,108.201141,Đắk Lắk,41,highlands,2,2020-05-07,5,1,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.027483,106.743946,Hải Dương,19,north,0,2023-12-01,12,1,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
22.183894,105.399314,Tuyên Quang,13,north,0,2022-11-16,11,1,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
16.176314,108.149626,Đà Nẵng,31,central,1,2021-07-29,7,2,flood,0,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
16.385727,108.368391,Đà Nẵng,31,central,1,2020-07-28,7,2,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.018936,107.402196,Bà Rịa-Vũng Tàu,49,south,3,2020-06-04,6,2,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
14.183057,108.447678,Kon Tum,39,highlands,2,2022-05-07,5,1,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.620932,105.683138,Hà Nội,0,north,0,2022-12-08,12,1,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.060053,107.583348,Bình Thuận,38,central,1,2020-01-09,1,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
14.163199,108.276248,Kon Tum,39,highlands,2,2022-09-08,9,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
11.686034,106.270688,Bình Phước,45,south,3,2022-07-24,7,2,storm,2,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
17.270978,107.38561,Quảng Trị,29,central,1,2020-07-29,7,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
